Bid Item Category,Bid Item Num,Bid Item Number,Bid Item Description,Quantity,UOM
214,55034,214-55034,Scotch Pine (Pinus Sylvestris) (4 Foot),0,EACH
214,55036,214-55036,Scotch Pine (Pinus Sylvestris) (6 Foot),0,EACH
214,56060,214-56060,Sycamore (Platanus Occidentalis) (2 Inch Caliper),0,EACH
214,56070,214-56070,Sycamore (Platanus Occidentalis) (3 Inch Caliper),0,EACH
214,56512,214-56512,Silverlace Vine (Polygonum Auberti) (12 Inch),0,EACH
214,56710,214-56710,Fleeceflower (Polygonum Reyoutria) (10 Inch),0,EACH
214,56938,214-56938,Lanceleaf Cottonwood (Populus Acuminata) (8 Foot),0,EACH
214,56960,214-56960,Lanceleaf Cottonwood (Populus Acuminata) (2 Inch Caliper),0,EACH
214,56980,214-56980,Lanceleaf Cottonwood (Populus Acuminata) (4 Inch Caliper),0,EACH
214,57233,214-57233,White Poplar (Populus Alba) (3 Foot),0,EACH
214,57236,214-57236,White Poplar (Populus Alba) (6 Foot),0,EACH
214,57260,214-57260,White Poplar (Populus Alba) (2 Inch Caliper),0,EACH
214,57738,214-57738,Narrowleaf Cottonwood (Populus Angustifolia) (8 Foot),0,EACH
214,57755,214-57755,Narrowleaf Cottonwood (Populus Angustifolia) (1-1/2 Inch Cal,0,EACH
214,57836,214-57836,Cottonless Cottonwood (Populus Deltoides) (6 Foot),0,EACH
214,57838,214-57838,Cottonless Cottonwood (Populus Deltoides) (8 Foot),0,EACH
214,57855,214-57855,Cottonless Cottonwood (Populus Deltoides) (1-1/2 Inch Calipe,0,EACH
214,57865,214-57865,Cottonless Cottonwood (Populus Deltoides) (2-1/2 Inch Calipe,0,EACH
214,57870,214-57870,Cottonless Cottonwood (Populus Deltoides) (3 Inch Caliper),0,EACH
214,57936,214-57936,Hybrid Poplar (Populus Maximowiczii X- Pitrichocarpa) (6 Foo,0,EACH
214,59038,214-59038,Lombardy Poplar (Populus Nigra Italica) (8 Foot),0,EACH
214,60038,214-60038,Cottonless Plains Cottonwood (Populus Sargenti) (8 Foot),0,EACH
214,60060,214-60060,Cottonless Plains Cottonwood (Populus Sargenti) (2 Inch Cali,0,EACH
214,61232,214-61232,Quaking Aspen (Populus Tremuloides) (2 Foot),0,EACH
214,61250,214-61250,Quaking Aspen (Populus Tremuloides) (1 Inch Caliper),0,EACH
214,61255,214-61255,Quaking Aspen (Populus Tremuloides) (1-1/2 Inch Caliper),0,EACH
214,61270,214-61270,Quaking Aspen (Populus Tremuloides) (3 Inch Caliper),0,EACH
214,62506,214-62506,Bush Cinquefoil (Potentilla Fruticosa) (6 Inch),0,EACH
214,62518,214-62518,Bush Cinquefoil (Potentilla Fruticosa) (18 Inch),0,EACH
214,62519,214-62519,Sutter's Gold Potentilla (Potentilla Fruticosa) (18 Inch),0,EACH
214,62909,214-62909,Jackman Bush Cinquefoil (Potentilla Fruticosa Jackmani) (9 I,0,EACH
214,62918,214-62918,Jackman Bush Cinquefoil (Potentilla Fruticosa Jackmani) (18,0,EACH
214,63012,214-63012,Katherine Dykes Bush Cinquefoil (Potentilla Fruticosa Kather,0,EACH
214,63018,214-63018,Tangerine Bush Cinquefoil (Potentilla Fruticosa Tangerine) (,0,EACH
214,63101,214-63101,Dwarf Spring Cinquefoil (Potentilla Verna) (2-1/4 Inch Pot),0,EACH
214,63512,214-63512,American Plum (Prunus Americana) (12 Inch),0,EACH
214,63532,214-63532,American Plum (Prunus Americana) (2 Foot),0,EACH
214,63533,214-63533,American Plum (Prunus Americana) (3 Foot),0,EACH
214,63555,214-63555,American Plum (Prunus Americana) (1-1/2 Inch Caliper),0,EACH
214,63560,214-63560,American Plum (Prunus Americana) (2 Inch Caliper),0,EACH
214,63732,214-63732,Zabel Common Laurelcherry (Prunus Laurocerasus Zabeliana) (2,0,EACH
214,64034,214-64034,Newport Plum (Prunus Americana Newport) (4 Foot),0,EACH
214,64065,214-64065,Newport Plum (Prunus Americana Newport) (2-1/2 Inch Caliper),0,EACH
214,65455,214-65455,European Birdcherry (Prunus Padus) (1-1/2 Inch Caliper),0,EACH
214,65612,214-65612,Bessey Cherry (Prunus Pumila Besseyi) (12 Inch),0,EACH
214,65633,214-65633,Bessey Cherry (Prunus Pumila Besseyi) (3 F0ot),0,EACH
214,65734,214-65734,Manchu Cherry (Prunus Tomentosa) (4 Foot),0,EACH
214,65932,214-65932,Flowering Plum (Prunus Triloba) (2 Foot),0,EACH
214,66412,214-66412,Chokecherry (Prunus Virginiana Demissa) (12 Inch),0,EACH
214,66418,214-66418,Chokecherry (Prunus Virginiana Demissa) (18 Inch),0,EACH
214,66433,214-66433,Chokecherry (Prunus Virginiana Demissa) (3 Foot),0,EACH
214,67033,214-67033,Black Chokecherry (Prunus Virginiana Melanocarpa) (3 Foot),0,EACH
214,67034,214-67034,Black Chokecherry (Prunus Virginiana Melanocarpa) (4 Foot),0,EACH
214,67534,214-67534,Shubert Chokecherry (Prunus Virginiana Shubert) (4 Foot),0,EACH
214,67555,214-67555,Shubert Chokecherry (Prunus Virginiana Shubert) (1-1/2 Inch,0,EACH
214,68032,214-68032,Douglasfir (Pseudotsuga Taxifolia) (2 Foot),0,EACH
214,68034,214-68034,Douglasfir (Pseudotsuga Taxifolia) (4 Foot),0,EACH
214,68036,214-68036,Douglasfir (Pseudotsuga Taxifolia) (6 Foot),0,EACH
214,68510,214-68510,Antelope Bitterbrush (Purshia Tridentata) (10 Inch),0,EACH
214,69260,214-69260,White Oak (Quercus Alba) (2 Inch Caliper),0,EACH
214,69280,214-69280,Swamp White Oak (Quercus Bicolor) (4 Inch Caliper),0,EACH
214,70060,214-70060,Northern Red Oak (Quercus Borealis) (2 Inch Caliper),0,EACH
214,70080,214-70080,Northern Red Oak (Quercus Borealis) (4 Inch Caliper,0,EACH
214,71212,214-71212,Gambel Oak (Quercus Gambeli) (12 Inch),0,EACH
214,71232,214-71232,Gambel Oak (Quercus Gambeli) (2 Foot),0,EACH
214,71234,214-71234,Gambel Oak (Quercus Gambeli) (4 Foot),0,EACH
214,71236,214-71236,Gambel Oak (Quercus Gambeli) (6 Foot),0,EACH
214,71806,214-71806,Scrub Oak (Quercus Ilicifolia) (6 Inch),0,EACH
214,71965,214-71965,Burr Oak (Quercus Macrocarpa) (2-1/2 Inch Caliper),0,EACH
214,71980,214-71980,Burr Oak (Quercus Macrocarpa) (4 Inch Caliper),0,EACH
214,72165,214-72165,English Oak (Quercus Robur) (2-1/2 Inch Caliper),0,EACH
214,72180,214-72180,English Oak (Quercus Robur) (4 Inch Caliper),0,EACH
214,72432,214-72432,Common Buckthorn (Rhamnus Cathartica) (2 Foot),0,EACH
214,72636,214-72636,Columnar Buckthorn (Rhamnus Frangula Columnaris) (6 Foot),0,EACH
214,72932,214-72932,Smooth Sumac (Rhus Glabra) (2 Foot),0,EACH
214,72933,214-72933,Smooth Sumac (Rhus Glabra) (3 Foot),0,EACH
214,73006,214-73006,Rocky Mountain Sumac (Rhus Glabra Cismontana) (6 Inch),0,EACH
214,73012,214-73012,Rocky Mountain Sumac (Rhus Glabra Cismontana) (12 Inch),0,EACH
214,73032,214-73032,Rocky Mountain Sumac (Rhus Glabra Cismontana) (2 Foot),0,EACH
214,74008,214-74008,Threeleaf Sumac (Rhus Trilobata) (8 Inch),0,EACH
214,74009,214-74009,Threeleaf Sumac (Rhus Trilobata) (9 Inch),0,EACH
214,74012,214-74012,Threeleaf Sumac (Rhus Trilobata) (12 Inch),0,EACH
214,74032,214-74032,Threeleaf Sumac (Rhus Trilobata) (2 Foot),0,EACH
214,74632,214-74632,Staghorn Sumac (Rhus Typhina) (2 Foot),0,EACH
214,74633,214-74633,Staghorn Sumac (Rhus Typhina) (3 Foot),0,EACH
214,74636,214-74636,Staghorn Sumac (Rhus Typhina) (6 Foot),0,EACH
214,74833,214-74833,Cutleaf Sumac (Rhus Typhina Lacinata) (3 Foot),0,EACH
214,76018,214-76018,Alpine Currant (Ribes Alpinum) (18 Inch),0,EACH
214,76032,214-76032,Alpine Currant (Ribes Alpinum) (2 Foot),0,EACH
214,76518,214-76518,Golden Currant (Ribes Aureum) (18 Inch),0,EACH
214,76533,214-76533,Golden Currant (Ribes Aureum) (3 Foot),0,EACH
214,76732,214-76732,Wax Currant (Ribes Cereum) (2 Foot),0,EACH
214,76912,214-76912,Whitestem Gooseberry (Ribes Inerme) (12 Inch),0,EACH
214,77535,214-77535,New Mexico Locust (Robinia Neomexicana) (5 Foot),0,EACH
214,79035,214-79035,Black Locust (Robinia Pseudocacia) (5 Foot),0,EACH
214,80012,214-80012,Wild Rose (Rosa Acicularis) (12 Inch),0,EACH
214,80831,214-80831,Hybrid Rose (No.1),0,EACH
214,82500,214-82500,Shrub Rose (Rosa Rugosa) (2 Foot),0,EACH
214,82512,214-82512,Woods Rose (Rosa Woodsii) (12 Inch),0,EACH
214,82550,214-82550,Shrub Rose,0,EACH
214,83733,214-83733,Boulder Raspberry (Rubus Deliciosus) (3 Foot),0,EACH
214,85018,214-85018,Russian Golden Willow (Salix Alba Vitellina) (18 Inch),0,EACH
214,85035,214-85035,Russian Golden Willow (Salix Alba Vitellina) (5 Foot),0,EACH
214,85038,214-85038,Russian Golden Willow (Salix Alba Vitellina) (8 Foot),0,EACH
214,85455,214-85455,Yellowstem Weeping Willow (Salix Alba Vitellina Pendula) (1-,0,EACH
214,85460,214-85460,Yellowstem Weeping Willow (Salix Alba Vitellina Pendula) (2,0,EACH
214,85660,214-85660,Babylon Golden Willow (Salix Babylonica Ramulis Aureis) (2 I,0,EACH
214,85672,214-85672,Pussy Willow (Salix Discolor) (2 Foot),0,EACH
214,85715,214-85715,Coyote Willow (Salix Exigua) (15 Inch),0,EACH
214,85733,214-85733,Coyote Willow (Salix Exigua) (3 Foot),0,EACH
214,86032,214-86032,Bluestem Willow (Salix Irrorata) (2 Foot),0,EACH
214,86232,214-86232,Yellow Mountain Willow (Salix Monticola) (2 Foot),0,EACH
214,86560,214-86560,Laurel Willow (Salix Pentandra) (2 Inch Caliper),0,EACH
214,86715,214-86715,Black Greasewood (Sarcobatus Vermiculatus) (15 Inch),0,EACH
214,87032,214-87032,American Elder (Sambucus Canadensis) (2 Foot),0,EACH
214,87132,214-87132,Golden Elder (Sambucus Canadensis Aurea) (2 Foot),0,EACH
214,87232,214-87232,Bunchberry Elder (Sambucus Pubens Microbotrys) (2 Foot),0,EACH
214,87333,214-87333,European Red Elder (Sambucus Racemosa) (3 Foot),0,EACH
214,87401,214-87401,Evergreen Sedum (Sedum Hybridum) (2-1/4 Inch Pot),0,EACH
214,87402,214-87402,Goldmoss Stonecrop (Sedum Acre) (2-1/4 Inch Pot),0,EACH
214,87403,214-87403,Dragonsblood Stonecrop (Sedum Spurium Dragonsblood) (2 Year,0,EACH
214,87512,214-87512,Buffaloberry (Shepherdia Argentea) (12 Inch),0,EACH
214,87518,214-87518,Buffaloberry (Shepherdia Argentea) (18 Inch),0,EACH
214,87532,214-87532,Buffaloberry (Shepherdia Argentea) (2 Foot),0,EACH
214,87533,214-87533,Buffaloberry (Shepherdia Argentea) (3 Foot),0,EACH
214,87834,214-87834,Native Mountainash (Sorbus Americana) (4 Foot),0,EACH
214,89034,214-89034,European Mountainash (Sorbus Aucuparia) (4 Foot),0,EACH
214,89060,214-89060,European Mountainash (Sorbus Aucuparia) (2 Inch Caliper),0,EACH
214,90033,214-90033,Garland Spirea (Spiraea Arguta) (3 Foot),0,EACH
214,90218,214-90218,Bumalda Spirea (Spiraea Bumalda) (18 Inch),0,EACH
214,90418,214-90418,Snowbound Spirea (Spiraea Nipponica Tosaensis) (18 Inch),0,EACH
214,90533,214-90533,Vanhoutte Spirea (Spiraea Vanhouttei) (3 Foot),0,EACH
214,91532,214-91532,Common Snowberry (Symphoricarpos Albus) (2 Foot),0,EACH
214,91732,214-91732,Chenault Coralberry (Symphoricarpos Chenaulti) (2 Foot),0,EACH
214,91733,214-91733,Chenault Coralberry (Symphoricarpos Chenaulti) (3 Foot),0,EACH
214,91812,214-91812,Mountain Snowberry (Symphoricarpos Oreophilus) (12 Inch),0,EACH
214,91932,214-91932,Western Snowberry (Symphoricarpos Occidentalis) (2 Foot),0,EACH
214,92032,214-92032,Indiancurrant Coralberry (Symphoricarpos Orbiculatus) (2 Foo,0,EACH
214,92135,214-92135,Japanese Tree Lilac (Syringa Amurensis Japonica) (5 Foot),0,EACH
214,92136,214-92136,Japanese Tree Lilac (Syringa Amurensis Japonica) (6 Foot),0,EACH
214,92232,214-92232,Chinese Lilac (Syringa Chinensis) (2 Foot),0,EACH
214,92318,214-92318,Korean Dwarf Lilac (Syringa Palibiana Meyeri) (18 Inch),0,EACH
214,92433,214-92433,Persian Lilac (Syringa Persica) (3 Foot),0,EACH
214,92532,214-92532,Common Lilac (Syringa Vulgaris) (2 Foot),0,EACH
214,92533,214-92533,Common Lilac (Syringa Vulgaris) (3 Foot),0,EACH
214,93033,214-93033,Kashgar Tamarisk (Tamarix Hispida) (3 Foot),0,EACH
214,94565,214-94565,American Linden (Tilia Americana) (2-1/2 Inch Caliper),0,EACH
214,94580,214-94580,American Linden (Tilia Americana) (4 Inch Caliper),0,EACH
214,94670,214-94670,Redmond Linden (Tilia Americana Redmond) (3 Inch Caliper),0,EACH
214,94680,214-94680,Redmond Linden (Tilia Americana Redmond) (4 Inch Caliper),0,EACH
214,94860,214-94860,Littleleaf Linden (Tilia Cordata) (2 Inch Caliper),0,EACH
214,94880,214-94880,Littleleaf Linden (Tilia Cordata) (4 Inch Caliper),0,EACH
214,95000,214-95000,Broadleaved Cattail (Typha Latifolia) (Root Section),0,EACH
214,97035,214-97035,Chinese Elm (Ulmus Parvifolia) (5 Foot),0,EACH
214,97060,214-97060,Chinese Elm (Ulmus Parvifolia) (2 Inch Caliper),0,EACH
214,97535,214-97535,Siberian Elm (Ulmus Pumila) (5 Foot),0,EACH
214,97536,214-97536,Siberian Elm (Ulmus Pumila) (6 Foot),0,EACH
214,98060,214-98060,Rock Elm (Ulmus Thomasi) (2 Inch Caliper),0,EACH
214,98232,214-98232,Cowberry (Vaccinium Vitus Idaea) (2 Foot),0,EACH
214,98532,214-98532,Nannyberry Viburnum (Viburnum Lentago) (2 Foot),0,EACH
214,98633,214-98633,Wayfaringtree Viburnum (Viburnum Lantana) (3 Foot),0,EACH
214,98712,214-98712,Dwarf European Cranberrybush (Virburnum Opulus Compacta) (12,0,EACH
214,98718,214-98718,European Cranberrybush (Viburnum Opulus) (18 Inch),0,EACH
214,98903,214-98903,Common Periwinkle (Vinca Minor) (2 Year No. 1),0,EACH
214,99212,214-99212,Datil Yucca (Yucca Baccata) (12 Inch),0,EACH
214,99406,214-99406,Small Soapweed (Yucca Glauca) (6 Inch),0,EACH
214,99820,214-99820,Flowering Perennial,0,EACH
214,99900,214-99900,Wattle,0,EACH
214,99910,214-99910,Brush Layer Cutting,0,EACH
214,99920,214-99920,Hedge Layer Plant,0,EACH
215,0,215-00000,Transplant Shrub,0,EACH
215,1,215-00001,Transplant Shrub,0,SY
215,10,215-00010,Transplant Tree,0,EACH
215,30,215-00030,Transplant Tree (1.5 to 3 Inch),0,EACH
215,60,215-00060,Transplant Tree (3 to 6 Inch),0,EACH
215,100,215-00100,Transplant Tree (Over 6 Inch),0,EACH
215,200,215-00200,Transplant Tree (Ball and Burlap),0,EACH
215,500,215-00500,Transplant Seedling,0,EACH
215,600,215-00600,Transplant Plug,0,EACH
215,700,215-00700,Transplant Sod,0,SY
216,13,216-00013,Mulch Netting (Plastic),0,SY
216,15,216-00015,Soil Retention Blanket (Excelsior),0,SY
216,21,216-00021,Soil Retention Blanket (Class 1),0,SY
216,22,216-00022,Soil Retention Blanket (Class 2),0,SY
216,23,216-00023,Soil Retention Blanket (Class 3),0,SY
216,24,216-00024,Soil Retention Blanket (Class 4),0,SY
216,25,216-00025,Soil Retention Blanket (Jute),0,SY
216,30,216-00030,Soil Retention Blanket (Special),0,SY
216,35,216-00035,Soil Retention Blanket (Plastic),0,SY
216,36,216-00036,Soil Retention Blanket (Plastic)(Special),0,SY
216,37,216-00037,Soil Retention Blanket (Coconut),0,SY
216,39,216-00039,Soil Retention Blanket (Straw),0,SY
216,41,216-00041,Soil Retention Blanket (Straw/Coconut),0,SY
216,42,216-00042,Soil Retention Blanket (Biodegradable Straw/Coconut),0,SY
216,45,216-00045,Soil Retention Mat (Cellular),0,SY
216,47,216-00047,Soil Wrap (Coir and Jute),0,SY
216,50,216-00050,Soil Retention Grid,0,SY
216,60,216-00060,Soil Retention System,0,SY
216,70,216-00070,Geocell Cellular Confinement System,0,SY
216,101,216-00101,Soil Retention Blanket (Straw-Coconut) (Photodegradable Clas,0,SY
216,102,216-00102,Soil Retention Blanket (Straw-Coconut) (Photodegradable Clas,0,SY
216,111,216-00111,Soil Retention Blanket (Excelsior)(Photodegadable Class 1),0,SY
216,112,216-00112,Soil Retention Blanket (Excelsior)(Photodegadable Class 2),0,SY
216,121,216-00121,Soil Retention Blanket (Coconut)(Photodegradable Class 1),0,SY
216,122,216-00122,Soil Retention Blanket (Coconut)(Photodegradable Class 2),0,SY
216,201,216-00201,Soil Retention Blanket (Straw-Coconut) (Biodegradable Class,0,SY
216,202,216-00202,Soil Retention Blanket (Straw-Coconut) (Biodegradable Class,0,SY
216,211,216-00211,Soil Retention Blanket (Excelsior) (Biodegradable Class 1),0,SY
216,212,216-00212,Soil Retention Blanket (Excelsior) (Biodegradable Class 2),0,SY
216,221,216-00221,Soil Retention Blanket (Coconut) (Biodegradable Class 1),0,SY
216,222,216-00222,Soil Retention Blanket (Coconut) (Biodegradable Class 2),0,SY
216,230,216-00230,Earth Anchors,0,EACH
216,301,216-00301,Turf Reinforcement Mat (Class 1),0,SY
216,302,216-00302,Turf Reinforcement Mat (Class 2),0,SY
216,303,216-00303,Turf Reinforcement Mat (Class 3),0,SY
216,304,216-00304,Turf Reinforcement Mat (Special),0,SY
217,0,217-00000,Herbicide Treatment,0,SY
217,10,217-00010,Pre-Emergent Herbicide,0,SY
217,15,217-00015,Noxious Weed Management,0,SY
217,20,217-00020,Herbicide Treatment,0,HOUR
217,100,217-00100,Root Control Fabric,0,LF
218,0,218-00000,Noxious Weed Management,0,L S
240,0,240-00000,Wildlife Biologist,0,HOUR
240,1,240-00001,Wildlife Biologist,0,DAY
240,10,240-00010,Removal of Nests,0,HOUR
240,15,240-00015,Protection of Migratory Birds,0,HOUR
240,17,240-00017,Protection of Migratory Birds,0,L S
240,20,240-00020,Netting,0,SY
240,100,240-00100,Prairie Dog Management,0,L S
250,10,250-00010,Environmental Health and Safety Management,0,L S
250,50,250-00050,Monitoring Technician,0,HOUR
250,100,250-00100,Environmental Health and Safety,0,L S
250,110,250-00110,Health and Safety Officer,0,HOUR
250,120,250-00120,Material Sampling and Delivery,0,EACH
250,200,250-00200,Material Handling (Stockpile),0,CY
250,210,250-00210,Solid Waste Disposal,0,CY
250,215,250-00215,Solid Waste Disposal (Special),0,CY
250,220,250-00220,Hazardous Waste Disposal,0,CY
250,230,250-00230,"Trap and Treat BOS-200, gypsum dry weight",0,LB
250,235,250-00235,Coating Lead-Based Paint,0,GAL
250,240,250-00240,Subsurface Bioenhancement Injection,0,EACH
250,300,250-00300,Water Treatment System,0,EACH
250,310,250-00310,Water Treatment,0,MGAL
251,0,251-00000,Paint Testing and Analysis Management,0,L S
251,10,251-00010,Paint Removal and Waste Disposal Management,0,L S
252,10,252-00010,Fugitive Petroleum Health and Safety Management,0,L S
253,10,253-00010,Asbestos Containing Material Management,0,L S
255,10,255-00010,Painted Structural Components Removal and Waste Disposal Man,0,L S
301,70,301-00070,Plant Mix Bituminous Base (Recycled),0,TON
301,700,301-00700,Plant Mix Bituminous Base (Miscellaneous),0,TON
301,5020,301-05020,Plant Mix Bituminous Base (Class 5) (Haul and Asphalt),0,TON
301,6000,301-06000,Plant Mix Bituminous Base (Class 6),0,TON
301,6001,301-06001,Plant Mix Bituminous Base (Class 6) (Cement),0,TON
301,6002,301-06002,Plant Mix Bituminous Base (Class 6) (Hydrated Lime),0,TON
301,6003,301-06003,Plant Mix Bituminous Base (Class 6) (Limestone Dust),0,TON
301,6010,301-06010,Plant Mix Bituminous Base (Class 6) (Haul),0,TON
301,6011,301-06011,Plant Mix Bituminous Base (Class 6) (Haul and Cement),0,TON
301,6012,301-06012,Plant Mix Bituminous Base (Class 6) (Haul and Hydrated Lime),0,TON
301,6013,301-06013,Plant Mix Bituminous Base (Class 6) (Haul and Limestone Dust,0,TON
301,6020,301-06020,Plant Mix Bituminous Base (Class 6) (Asphalt),0,TON
301,6021,301-06021,Plant Mix Bituminous Base (Class 6) (Haul Asphalt and Cement,0,TON
301,6022,301-06022,Plant Mix Bituminous Base (Class 6) (Haul Asphalt and Hydrat,0,TON
301,6023,301-06023,Plant Mix Bituminous Base (Class 6) (Haul Asphalt and Limest,0,TON
301,7000,301-07000,Plant Mix Bituminous Base (Class 7),0,TON
301,7001,301-07001,Plant Mix Bituminous Base (Class 7) (Cement),0,TON
301,7002,301-07002,Plant Mix Bituminous Base (Class 7) (Hydrated Lime),0,TON
301,7003,301-07003,Plant Mix Bituminous Base (Class 7) (Limestone Dust),0,T
301,7004,301-07004,Plant Mix Bituminous Base (Class 7) (Mineral Filler),0,TON
301,7010,301-07010,Plant Mix Bituminous Base (Class 7) (Haul),0,TON
301,7011,301-07011,Plant Mix Bituminous Base (Class 7) (Haul and Cement),0,TON
301,7012,301-07012,Plant Mix Bituminous Base (Class 7) (Haul and Hydrated Lime),0,TON
301,7013,301-07013,Plant Mix Bituminous Base (Class 7) (Haul and Limestone Dust,0,TON
301,7020,301-07020,Plant Mix Bituminous Base (Class 7) (Haul and Asphalt),0,TON
301,7021,301-07021,Plant Mix Bituminous Base (Class 7) (Haul Asphalt and Cement,0,TON
301,7022,301-07022,Plant Mix Bituminous Base (Class 7) (Haul Asphalt and Hydrat,0,TON
301,7023,301-07023,Plant Mix Bituminous Base (Class 7) (Haul Asphalt and Limest,0,TON
301,10020,301-10020,Permeable Asphalt Treated Base (Asphalt),0,TON
302,7020,302-07020,Foamed Asphalt Treated Base (Class 7) (Haul and Asphalt),0,TON
303,6010,303-06010,Emulsified Asphalt Treated Base (Class 6) (Haul),0,TON
303,6020,303-06020,Emulsified Asphalt Treated Base (Class 6) (Haul and Asphalt),0,TON
303,7000,303-07000,Emulsified Asphalt Treated Base (Class 7),0,TON
303,7003,303-07003,Emulsified Asphalt Treated Base (Class 7) (Limestone Dust),0,TON
303,7010,303-07010,Emulsified Asphalt Treated Base (Class 7) (Haul),0,TON
303,7020,303-07020,Emulsified Asphalt Treated Base (Class 7) (Haul and Asphalt),0,TON
304,100,304-00100,Place Aggregate Base Course,0,TON
304,110,304-00110,Place Aggregate Base Course (Haul),0,TON
304,115,304-00115,Place Aggregate Base Course (Haul),0,TON
304,1000,304-01000,Aggregate Base Course (Class 1),0,TON
304,1001,304-01001,Aggregate Base Course (Class 1) (Cement),0,TON
304,1002,304-01002,Aggregate Base Course (Class 1) (Hydrated Lime),0,TON
304,1003,304-01003,Aggregate Base Course (Class 1) (Limestone Dust),0,TON
304,1005,304-01005,Aggregate Base Course (Class 1),0,CY
304,1010,304-01010,Aggregate Base Course (Class 1) (Haul),0,TON
304,1011,304-01011,Aggregate Base Course (Class 1) (Haul and Cement),0,TON
304,1012,304-01012,Aggregate Base Course (Class 1) (Haul and Hydrated Lime),0,TON
304,1013,304-01013,Aggregate Base Course (Class 1) (Haul and Limestone Dust),0,TON
304,1100,304-01100,Stockpile Aggregate Base Course (Class 1),0,TON
304,2000,304-02000,Aggregate Base Course (Class 2),0,TON
